date;employee_title;employee_status;review_title;pros;cons
2021-06-28;Human Resources Manager;Current Employee, more than 8 years;Unlimited global opportunities;"A diverse company with incredible training path, career opportunities, mobility and awesome workforce.
";"Your growth is completely linked to your availability to have global mobility
"
2021-06-25;Engineering Team Leader;Current Employee, more than 8 years;Great company;"Career opportunities, salary, and benefits
";"Location, company is very large
Be the first to find this review helpful
Helpful
Share
Repor"
2021-06-26;Operations;Current Employee, more than 1 year;Good work place;"Good money, great benefits, management
";"Working long hours at a time , less time at home
"
2021-06-26;Driver;Former Employee;Great company;"Good pay and benefits. Paid flights to and from home.
";"Working outside in North Dakota was difficult.
"
2021-06-25;Manager;Former Employee, more than 8 years;Great Company for Newbies;"Good Pay Good Benefits Good Structure Worldwide Opportunities Many Areas to choose work from
";"Long Hours if in Field Payless than compared to other companies Managers do not care about you Expect to be laid off on a whiff of downturn On your own
"
2021-06-24;Electronics Technician;Former Employee;Good place;"Always working and having stuff to do
";"The progression process was terriable
Be the first to find this review helpful
Helpful
Share
Repor"
2021-06-24;Field Engineer;Former Employee;Best place to work;"Very good place to work!
";"No work and life balance
Be the first to find this review helpful
Helpful
Share
Repor"
2021-06-24;Assistant Finance Manager;Current Employee, more than 8 years;Opportunities;"Career advancement and multiple opportunities available
";"Fast passed environment and very demanding
Be the first to find this review helpful
Helpful
Share
Repor"
2021-06-24;Human Resources Manager;Current Employee;Opportunity for continued growth;"DE&I is off the charts Continuing education Opportunity for new challenges and growth Stretch goals
";"Very policy driven Little room for interpretation
"
2021-07-08;Store Keeper;Former Employee, more than 8 years;Beware of HR;"They have always had a benefits package that covers the employees. Some years have been a little pricey but overall I knew my family was covered
";"My particular experience with an HR rep should have been reported to sources outside of the company. My employee rights were clearly violated but I did not have the knowledge that I have now. I inquired about a position within the company and after learning the details did not present the best opportunity. I declined and was soon pulled into a meeting and was told ""Schlumberger will not allow me anymore growth opportunities""
"
2021-07-08;Financial Analyst;Former Employee;Great learning experience;"Great learning experience, with exposure to several business lines
";"Frequent layoffs, hence unstable job
"
2021-06-22;Maintenance Technician;Current Employee, more than 5 years;Great company to start with;"Managers are very respectful when it come to personal life. Especially if you are having family issues. Benefits are excellent. Opportunity to travel, depending on segment and job. If you are in a position that offers step promotion the promotion will be determined on you if you want to keep learning more. Not very strict on a certain time clock in as long as if you can there within a reasonable time and inform management and complete assignment for the day.
";"Work life balance can be off depending position. If you do not have a degree its hard to get into a higher paying job position no matter the skills. Can some be demanding even for certain work to be done with urgency given that there was no proper planning in place. Down whole tool is a very critical need for the company. Hard to move out of one position to another open position unless management approves to let you go.
"
2021-07-06;Field Engineer;Former Employee, more than 3 years;Opportunities to Learn but in Plateauing Industry;"Tremendous opportunities to grow and lean
";"Difficult to find career growth opportunities in shrinking company
"
2021-07-04;Senior Software Engineer;Current Employee;Used to be a great company but... Now being transformed under new leadership;"Focused on technology Compensation used to be good New management team is paying good efforts of revigorating the company
";"Bureaucracy Less and less management accountability since 2004 Lower moral than before
"
2021-06-19;Field Specialist;Current Employee, more than 8 years;Great and Challenging Career;"Compensation, Growth Opportunities, Diversity, Challenginh
";"Long hours, Stress, Could require travel
"
2021-07-03;Vice President;Current Employee;Good company;"Global leader in full O&G lifecycle
";"Heavily matrixed organization, with difficult structure
Be the first to find this review helpful
Helpful
Share
Repor"
2021-06-18;Senior Mechanical Engineer;Current Employee, more than 3 years;5 years working at Schlumberger.;"Range of work and plenty of projects to gain experience.
";"They have a limited flexible work schedule.
Be the first to find this review helpful
Helpful
Share
Repor"
2021-06-18;Senior Engineer;Former Employee, more than 8 years;Multicultural orgaanization;"Good salary , paid days off
";"Less job stability , started to rely on connections
"
2021-06-17;Information Management Specialist;Current Employee;Very good;"Good work life balance Good culture
";"Pay is below industry standards
"
2021-07-01;Domestic Logistics Specialist;Current Employee;Schlumberger;"Good benefits- 401K has 6% company match
";"The oilfiled industry is very volatile
Be the first to find this review helpful
Helpful
Share
Repor"
2021-06-15;Service Coordinator;Former Employee, more than 8 years;great place to work;"a lot of great people to work with
";"during Covid they let me go
"
